Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
777, 0, 0.0, 1111 1110 0111 1110 
777, 1, 0.001, 1000 0001 0000 0001 
777, 20, 0.02, 1000 0001 1000 0001 
777, 354, 0.354, 1111 1110 1111 1110 
777, 1107, 1.107, 1111 1110 0111 1110 
777, 2615, 2.615, 1111 1110 1111 1110 
777, 3694, 3.694, 1111 1110 0111 1110 
777, 4097, 4.097, 1000 0001 0000 0001 
777, 4113, 4.113, 0000 0000 0000 0000 
777, 16401, 16.401, 1111 1110 1111 1110 
777, 22596, 22.596, 0000 0000 0000 0000 
777, 30788, 30.788, 1111 1110 1111 1110 
777, 35313, 35.313, 0000 0000 0000 0000 
777, 39409, 39.409, 1111 1110 1111 1110 
777, 47319, 47.319, 0000 0000 0000 0000 
777, 51415, 51.415, 1111 1110 1111 1110 
777, 51533, 51.533, 0000 0000 0000 0000 
777, 55629, 55.629, 1111 1110 1111 1110 
777, 57509, 57.509, 0000 0000 0000 0000 
777, 61605, 61.605, 1111 1110 1111 1110 
777, 62254, 62.254, 0000 0000 0000 0000 
778, 0, 0.0, 0111 1110 0111 1110 
778, 1103, 1.103, 0000 0001 0000 0001 
778, 2569, 2.569, 0111 1110 0111 1110 
778, 4096, 4.096, 0000 0000 0000 0000 
778, 14139, 14.139, 0111 1110 0111 1110 
778, 18079, 18.079, 0000 0000 0000 0000 
778, 22175, 22.175, 0111 1110 0111 1110 
778, 23189, 23.189, 0000 0000 0000 0000 
778, 27285, 27.285, 0111 1110 0111 1110 
778, 29942, 29.942, 0000 0000 0000 0000 
778, 34038, 34.038, 0111 1110 0111 1110 
778, 34125, 34.125, 0000 0000 0000 0000 
778, 42317, 42.317, 0111 1110 0111 1110 
778, 42951, 42.951, 0000 0000 0000 0000 
778, 47047, 47.047, 0111 1110 0111 1110 
778, 49314, 49.314, 0000 0000 0000 0000 
778, 57506, 57.506, 0111 1110 0111 1110 
778, 67498, 67.498, 0000 0000 0000 0000 
779, 0, 0.0, 1111 1110 0111 1110 
779, 1, 0.001, 1000 0001 0000 0001 
779, 19, 0.019, 1000 0001 1000 0001 
779, 1045, 1.045, 1111 1110 1111 1110 
779, 2035, 2.035, 1111 1110 0111 1110 
779, 2417, 2.417, 0000 0000 0000 0000 
779, 6513, 6.513, 1111 1110 1111 1110 
779, 7621, 7.621, 0000 0000 0000 0000 
779, 11717, 11.717, 1111 1110 1111 1110 
779, 43497, 43.497, 0000 0000 0000 0000 
779, 47593, 47.593, 1111 1110 1111 1110 
779, 51310, 51.31, 0000 0000 0000 0000 
779, 59502, 59.502, 1111 1110 1111 1110 
779, 64153, 64.153, 0000 0000 0000 0000 
780, 0, 0.0, 0111 1110 1111 1110 
780, 1, 0.001, 0000 0001 1000 0001 
780, 20, 0.02, 0000 0001 0000 0001 
780, 1200, 1.2, 0111 1110 0111 1110 
780, 1943, 1.943, 1111 1110 1111 1110 
780, 2569, 2.569, 0111 1110 0111 1110 
780, 3531, 3.531, 0111 1110 1111 1110 
780, 4097, 4.097, 0000 0001 1000 0001 
780, 4116, 4.116, 0000 0001 0000 0001 
780, 4879, 4.879, 0111 1110 0111 1110 
780, 8687, 8.687, 0000 0000 0000 0000 
780, 12783, 12.783, 0111 1110 0111 1110 
780, 16874, 16.874, 0000 0000 0000 0000 
780, 25066, 25.066, 0111 1110 0111 1110 
780, 28436, 28.436, 0000 0000 0000 0000 
780, 32532, 32.532, 0111 1110 0111 1110 
780, 38776, 38.776, 0000 0000 0000 0000 
780, 42872, 42.872, 0111 1110 0111 1110 
780, 45459, 45.459, 0000 0000 0000 0000 
780, 49555, 49.555, 0111 1110 0111 1110 
780, 53398, 53.398, 0000 0000 0000 0000 
780, 57494, 57.494, 0111 1110 0111 1110 
780, 58923, 58.923, 0000 0000 0000 0000 
780, 63019, 63.019, 0111 1110 0111 1110 
780, 67486, 67.486, 0000 0000 0000 0000 
780, 71582, 71.582, 0111 1110 0111 1110 
780, 71704, 71.704, 0000 0000 0000 0000 
780, 75800, 75.8, 0111 1110 0111 1110 
780, 76659, 76.659, 0000 0000 0000 0000 
781, 0, 0.0, 1111 1110 0111 1110 
781, 1, 0.001, 1000 0001 0000 0001 
781, 20, 0.02, 1000 0001 1000 0001 
781, 341, 0.341, 1111 1110 1111 1110 
781, 839, 0.839, 0111 1110 0111 1110 
781, 919, 0.919, 1111 1110 0111 1110 
781, 4096, 4.096, 0000 0000 0000 0000 
781, 5465, 5.465, 1111 1110 1111 1110 
781, 20090, 20.09, 0000 0000 0000 0000 
781, 24186, 24.186, 1111 1110 1111 1110 
781, 38572, 38.572, 0000 0000 0000 0000 
781, 42668, 42.668, 1111 1110 1111 1110 
781, 45156, 45.156, 0000 0000 0000 0000 
781, 49252, 49.252, 1111 1110 1111 1110 
781, 56827, 56.827, 0000 0000 0000 0000 
781, 60923, 60.923, 1111 1110 1111 1110 
781, 62423, 62.423, 0000 0000 0000 0000 
782, 0, 0.0, 0111 1110 1111 1110 
782, 1, 0.001, 0000 0001 1000 0001 
782, 20, 0.02, 0000 0001 0000 0001 
782, 281, 0.281, 0111 1110 0111 1110 
782, 733, 0.733, 0111 1110 1111 1110 
782, 1219, 1.219, 0000 0000 0000 0000 
782, 9411, 9.411, 0111 1110 0111 1110 
782, 10133, 10.133, 0000 0000 0000 0000 
782, 14229, 14.229, 0111 1110 0111 1110 
782, 18590, 18.59, 0000 0000 0000 0000 
782, 22686, 22.686, 0111 1110 0111 1110 
782, 25997, 25.997, 0000 0000 0000 0000 
782, 34189, 34.189, 0111 1110 0111 1110 
782, 52137, 52.137, 0000 0000 0000 0000 
782, 56233, 56.233, 0111 1110 0111 1110 
782, 60306, 60.306, 0000 0000 0000 0000 
782, 68498, 68.498, 0111 1110 0111 1110 
782, 69061, 69.061, 0000 0000 0000 0000 
782, 73157, 73.157, 0111 1110 0111 1110 
782, 76031, 76.031, 0000 0000 0000 0000 
783, 0, 0.0, 1111 1110 0111 1110 
783, 1, 0.001, 1000 0001 0000 0001 
783, 20, 0.02, 1000 0001 1000 0001 
783, 389, 0.389, 1111 1110 1111 1110 
783, 2214, 2.214, 1111 1110 0111 1110 
783, 2533, 2.533, 1111 1110 1111 1110 
783, 7611, 7.611, 0000 0000 0000 0000 
783, 15803, 15.803, 1111 1110 1111 1110 
783, 16094, 16.094, 0000 0000 0000 0000 
783, 24286, 24.286, 1111 1110 1111 1110 
783, 32562, 32.562, 0000 0000 0000 0000 
783, 36658, 36.658, 1111 1110 1111 1110 
783, 43700, 43.7, 0000 0000 0000 0000 
783, 47796, 47.796, 1111 1110 1111 1110 
783, 50705, 50.705, 0000 0000 0000 0000 
783, 54801, 54.801, 1111 1110 1111 1110 
783, 57076, 57.076, 0000 0000 0000 0000 
783, 61172, 61.172, 1111 1110 1111 1110 
783, 63596, 63.596, 0000 0000 0000 0000 
783, 67692, 67.692, 1111 1110 1111 1110 
783, 70540, 70.54, 0111 1110 1111 1110 
783, 70736, 70.736, 1111 1110 1111 1110 
783, 71269, 71.269, 0000 0000 0000 0000 
784, 0, 0.0, 0111 1110 1111 1110 
784, 1, 0.001, 0000 0001 1000 0001 
784, 19, 0.019, 0000 0001 0000 0001 
784, 554, 0.554, 0111 1110 0111 1110 
784, 2108, 2.108, 0111 1110 1111 1110 
784, 2529, 2.529, 1111 1110 1111 1110 
784, 2728, 2.728, 0111 1110 0111 1110 
784, 4472, 4.472, 0000 0001 0000 0001 
784, 4650, 4.65, 0111 1110 0111 1110 
784, 5043, 5.043, 0000 0000 0000 0000 
784, 13235, 13.235, 0111 1110 0111 1110 
784, 16523, 16.523, 0000 0000 0000 0000 
784, 20619, 20.619, 0111 1110 0111 1110 
784, 21421, 21.421, 0000 0000 0000 0000 
784, 25517, 25.517, 0111 1110 0111 1110 
784, 28747, 28.747, 0000 0000 0000 0000 
784, 36939, 36.939, 0111 1110 0111 1110 
784, 38293, 38.293, 0000 0000 0000 0000 
784, 42389, 42.389, 0111 1110 0111 1110 
784, 43338, 43.338, 0000 0000 0000 0000 
784, 47434, 47.434, 0111 1110 0111 1110 
784, 48804, 48.804, 0000 0000 0000 0000 
784, 56996, 56.996, 0111 1110 0111 1110 
784, 57078, 57.078, 1111 1110 0111 1110 
784, 57710, 57.71, 0000 0000 0000 0000 
785, 0, 0.0, 1111 1110 0111 1110 
785, 1, 0.001, 1000 0001 0000 0001 
785, 134, 0.134, 1000 0001 1000 0001 
785, 165, 0.165, 1111 1110 1111 1110 
785, 719, 0.719, 1111 1110 0111 1110 
785, 1134, 1.134, 1111 1110 1111 1110 
785, 12764, 12.764, 0000 0000 0000 0000 
785, 16860, 16.86, 1111 1110 1111 1110 
785, 20033, 20.033, 0000 0000 0000 0000 
785, 32321, 32.321, 1111 1110 1111 1110 
785, 33645, 33.645, 0000 0000 0000 0000 
785, 37741, 37.741, 1111 1110 1111 1110 
785, 47995, 47.995, 0000 0000 0000 0000 
785, 52091, 52.091, 1111 1110 1111 1110 
785, 57698, 57.698, 0000 0000 0000 0000 
785, 61794, 61.794, 1111 1110 1111 1110 
785, 64960, 64.96, 0000 0000 0000 0000 
786, 0, 0.0, 0111 1110 1111 1110 
786, 1, 0.001, 0000 0001 1000 0001 
786, 20, 0.02, 0000 0001 0000 0001 
786, 746, 0.746, 0111 1110 0111 1110 
786, 1766, 1.766, 0111 1110 1111 1110 
786, 4096, 4.096, 0000 0000 0000 0000 
786, 8232, 8.232, 0111 1110 0111 1110 
786, 20427, 20.427, 0000 0000 0000 0000 
786, 24523, 24.523, 0111 1110 0111 1110 
786, 27073, 27.073, 0000 0000 0000 0000 
786, 35265, 35.265, 0111 1110 0111 1110 
786, 35728, 35.728, 0000 0000 0000 0000 
786, 39824, 39.824, 0111 1110 0111 1110 
786, 41216, 41.216, 0000 0000 0000 0000 
786, 45312, 45.312, 0111 1110 0111 1110 
786, 52528, 52.528, 0000 0000 0000 0000 
786, 60720, 60.72, 0111 1110 0111 1110 
786, 63904, 63.904, 0000 0000 0000 0000 
787, 0, 0.0, 1111 1110 0111 1110 
787, 1, 0.001, 1000 0001 0000 0001 
787, 19, 0.019, 1000 0001 1000 0001 
787, 1067, 1.067, 1111 1110 1111 1110 
787, 2705, 2.705, 1111 1110 0111 1110 
787, 3423, 3.423, 0000 0000 0000 0000 
787, 7519, 7.519, 1111 1110 1111 1110 
787, 9903, 9.903, 0000 0000 0000 0000 
787, 13999, 13.999, 1111 1110 1111 1110 
787, 17555, 17.555, 0000 0000 0000 0000 
787, 38035, 38.035, 1111 1110 1111 1110 
787, 44356, 44.356, 0000 0000 0000 0000 
787, 48452, 48.452, 1111 1110 1111 1110 
787, 66030, 66.03, 0000 0000 0000 0000 
787, 70126, 70.126, 1111 1110 1111 1110 
787, 76134, 76.134, 0000 0000 0000 0000 
788, 0, 0.0, 0111 1110 1111 1110 
788, 1, 0.001, 0000 0001 1000 0001 
788, 20, 0.02, 0000 0001 0000 0001 
788, 408, 0.408, 0111 1110 0111 1110 
788, 1015, 1.015, 1111 1110 1111 1110 
788, 1374, 1.374, 0000 0000 0000 0000 
788, 9566, 9.566, 0111 1110 0111 1110 
788, 12716, 12.716, 0000 0000 0000 0000 
788, 16812, 16.812, 0111 1110 0111 1110 
788, 19324, 19.324, 0000 0000 0000 0000 
788, 23420, 23.42, 0111 1110 0111 1110 
788, 25561, 25.561, 0000 0000 0000 0000 
788, 29657, 29.657, 0111 1110 0111 1110 
788, 34999, 34.999, 0000 0000 0000 0000 
788, 39095, 39.095, 0111 1110 0111 1110 
788, 40625, 40.625, 0000 0000 0000 0000 
788, 44721, 44.721, 0111 1110 0111 1110 
788, 53038, 53.038, 0000 0000 0000 0000 
788, 57134, 57.134, 0111 1110 0111 1110 
788, 60489, 60.489, 0000 0000 0000 0000 
788, 64585, 64.585, 0111 1110 0111 1110 
788, 64799, 64.799, 0000 0000 0000 0000 
788, 72991, 72.991, 0111 1110 0111 1110 
788, 73218, 73.218, 0000 0000 0000 0000 
789, 0, 0.0, 1111 1110 0111 1110 
789, 1, 0.001, 1000 0001 0000 0001 
789, 20, 0.02, 1000 0001 1000 0001 
789, 206, 0.206, 1111 1110 1111 1110 
789, 772, 0.772, 1111 1110 0111 1110 
789, 2048, 2.048, 1111 1110 1111 1110 
789, 8780, 8.78, 0000 0000 0000 0000 
789, 12876, 12.876, 1111 1110 1111 1110 
789, 18987, 18.987, 0000 0000 0000 0000 
789, 23083, 23.083, 1111 1110 1111 1110 
789, 23793, 23.793, 0000 0000 0000 0000 
789, 27889, 27.889, 1111 1110 1111 1110 
789, 31179, 31.179, 0000 0000 0000 0000 
789, 35275, 35.275, 1111 1110 1111 1110 
789, 35536, 35.536, 0000 0000 0000 0000 
789, 39632, 39.632, 1111 1110 1111 1110 
789, 40163, 40.163, 0000 0000 0000 0000 
789, 44259, 44.259, 1111 1110 1111 1110 
789, 46371, 46.371, 0000 0000 0000 0000 
789, 50467, 50.467, 1111 1110 1111 1110 
789, 55969, 55.969, 0000 0000 0000 0000 
789, 64161, 64.161, 1111 1110 1111 1110 
789, 66939, 66.939, 0000 0000 0000 0000 
790, 0, 0.0, 0111 1110 1111 1110 
790, 1, 0.001, 0000 0001 1000 0001 
790, 19, 0.019, 0000 0001 0000 0001 
790, 237, 0.237, 0111 1110 0111 1110 
790, 2502, 2.502, 0111 1110 1111 1110 
790, 2817, 2.817, 0000 0000 0000 0000 
790, 6913, 6.913, 0111 1110 0111 1110 
790, 14093, 14.093, 0000 0000 0000 0000 
790, 18189, 18.189, 0111 1110 0111 1110 
790, 24991, 24.991, 0000 0000 0000 0000 
790, 29087, 29.087, 0111 1110 0111 1110 
790, 56059, 56.059, 0000 0000 0000 0000 
790, 60155, 60.155, 0111 1110 0111 1110 
790, 68964, 68.964, 0000 0000 0000 0000 
790, 73060, 73.06, 0111 1110 0111 1110 
790, 77137, 77.137, 0000 0000 0000 0000 
791, 0, 0.0, 1111 1110 0111 1110 
791, 1, 0.001, 1000 0001 0000 0001 
791, 20, 0.02, 1000 0001 1000 0001 
791, 172, 0.172, 1111 1110 1111 1110 
791, 2567, 2.567, 1111 1110 0111 1110 
791, 2850, 2.85, 0000 0000 0000 0000 
791, 6946, 6.946, 1111 1110 1111 1110 
791, 8157, 8.157, 0000 0000 0000 0000 
791, 12253, 12.253, 1111 1110 1111 1110 
791, 13806, 13.806, 0000 0000 0000 0000 
791, 17902, 17.902, 1111 1110 1111 1110 
791, 20159, 20.159, 0000 0000 0000 0000 
791, 28351, 28.351, 1111 1110 1111 1110 
791, 29035, 29.035, 0000 0000 0000 0000 
791, 33131, 33.131, 1111 1110 1111 1110 
791, 37506, 37.506, 0000 0000 0000 0000 
791, 41602, 41.602, 1111 1110 1111 1110 
791, 52054, 52.054, 0000 0000 0000 0000 
791, 56150, 56.15, 1111 1110 1111 1110 
791, 63659, 63.659, 0000 0000 0000 0000 
791, 71851, 71.851, 1111 1110 1111 1110 
791, 75070, 75.07, 0000 0000 0000 0000 
792, 0, 0.0, 0111 1110 1111 1110 
792, 1, 0.001, 0000 0001 1000 0001 
792, 20, 0.02, 0000 0001 0000 0001 
792, 240, 0.24, 0111 1110 0111 1110 
792, 1689, 1.689, 0111 1110 1111 1110 
792, 4096, 4.096, 0000 0000 0000 0000 
792, 4717, 4.717, 0111 1110 0111 1110 
792, 5886, 5.886, 0000 0000 0000 0000 
792, 9982, 9.982, 0111 1110 0111 1110 
792, 16225, 16.225, 0000 0000 0000 0000 
792, 20321, 20.321, 0111 1110 0111 1110 
792, 20670, 20.67, 0000 0000 0000 0000 
792, 28862, 28.862, 0111 1110 0111 1110 
792, 30579, 30.579, 0000 0000 0000 0000 
792, 34675, 34.675, 0111 1110 0111 1110 
792, 37103, 37.103, 0000 0000 0000 0000 
792, 41199, 41.199, 0111 1110 0111 1110 
792, 44131, 44.131, 0000 0000 0000 0000 
792, 48227, 48.227, 0111 1110 0111 1110 
792, 52275, 52.275, 0000 0000 0000 0000 
792, 56371, 56.371, 0111 1110 0111 1110 
792, 56489, 56.489, 0000 0000 0000 0000 
792, 60585, 60.585, 1111 1110 0111 1110 
792, 61120, 61.12, 0111 1110 0111 1110 
792, 62143, 62.143, 0000 0000 0000 0000 
793, 0, 0.0, 1111 1110 0111 1110 
793, 1, 0.001, 1000 0001 0000 0001 
793, 20, 0.02, 1000 0001 1000 0001 
793, 608, 0.608, 1111 1110 1111 1110 
793, 1302, 1.302, 1111 1110 0111 1110 
793, 1912, 1.912, 1111 1110 1111 1110 
793, 3194, 3.194, 1111 1110 0111 1110 
793, 3679, 3.679, 1111 1110 1111 1110 
793, 4681, 4.681, 1000 0001 1000 0001 
793, 4704, 4.704, 1111 1110 1111 1110 
793, 13771, 13.771, 0000 0000 0000 0000 
793, 17867, 17.867, 1111 1110 1111 1110 
793, 23096, 23.096, 0000 0000 0000 0000 
793, 31288, 31.288, 1111 1110 1111 1110 
793, 36268, 36.268, 0000 0000 0000 0000 
793, 40364, 40.364, 1111 1110 1111 1110 
793, 44138, 44.138, 0000 0000 0000 0000 
793, 48234, 48.234, 1111 1110 1111 1110 
793, 49964, 49.964, 0000 0000 0000 0000 
793, 58156, 58.156, 1111 1110 1111 1110 
793, 60921, 60.921, 0000 0000 0000 0000 
793, 65017, 65.017, 1111 1110 1111 1110 
793, 65161, 65.161, 0000 0000 0000 0000 
793, 69257, 69.257, 1111 1110 1111 1110 
793, 69753, 69.753, 0000 0000 0000 0000 
794, 0, 0.0, 0111 1110 0111 1110 
794, 984, 0.984, 0000 0001 0000 0001 
794, 1415, 1.415, 0111 1110 0111 1110 
794, 4096, 4.096, 0000 0000 0000 0000 
794, 10385, 10.385, 0111 1110 0111 1110 
794, 13029, 13.029, 0000 0000 0000 0000 
794, 17125, 17.125, 0111 1110 0111 1110 
794, 26683, 26.683, 0000 0000 0000 0000 
794, 30779, 30.779, 0111 1110 0111 1110 
794, 36288, 36.288, 0000 0000 0000 0000 
794, 40384, 40.384, 0111 1110 0111 1110 
794, 42774, 42.774, 0000 0000 0000 0000 
794, 46870, 46.87, 0111 1110 0111 1110 
794, 48807, 48.807, 0000 0000 0000 0000 
794, 52903, 52.903, 0111 1110 0111 1110 
794, 53169, 53.169, 0000 0000 0000 0000 
794, 57265, 57.265, 0111 1110 0111 1110 
794, 58328, 58.328, 0000 0000 0000 0000 
794, 62424, 62.424, 0111 1110 0111 1110 
794, 68801, 68.801, 0000 0000 0000 0000 
794, 72897, 72.897, 1111 1110 0111 1110 
794, 73647, 73.647, 0111 1110 0111 1110 
794, 75055, 75.055, 0000 0000 0000 0000 
795, 0, 0.0, 1000 0001 0000 0001 
795, 19, 0.019, 1000 0001 1000 0001 
795, 577, 0.577, 1111 1110 1111 1110 
795, 1386, 1.386, 1111 1110 0111 1110 
795, 1760, 1.76, 0000 0000 0000 0000 
795, 9952, 9.952, 1111 1110 1111 1110 
795, 11081, 11.081, 0000 0000 0000 0000 
795, 15177, 15.177, 1111 1110 1111 1110 
795, 17759, 17.759, 0000 0000 0000 0000 
795, 25951, 25.951, 1111 1110 1111 1110 
795, 33858, 33.858, 0000 0000 0000 0000 
795, 37954, 37.954, 1111 1110 1111 1110 
795, 38883, 38.883, 0000 0000 0000 0000 
795, 42979, 42.979, 1111 1110 1111 1110 
795, 55644, 55.644, 0000 0000 0000 0000 
796, 0, 0.0, 0111 1110 1111 1110 
796, 1, 0.001, 0000 0001 1000 0001 
796, 20, 0.02, 0000 0001 0000 0001 
796, 391, 0.391, 0111 1110 0111 1110 
796, 2726, 2.726, 0111 1110 1111 1110 
796, 3357, 3.357, 0000 0000 0000 0000 
796, 7453, 7.453, 0111 1110 0111 1110 
796, 8430, 8.43, 0000 0001 0000 0001 
796, 8583, 8.583, 0111 1110 0111 1110 
796, 10143, 10.143, 0000 0000 0000 0000 
796, 14239, 14.239, 0111 1110 0111 1110 
796, 20308, 20.308, 0000 0000 0000 0000 
796, 32596, 32.596, 0111 1110 0111 1110 
796, 42909, 42.909, 0000 0000 0000 0000 
796, 47005, 47.005, 0111 1110 0111 1110 
796, 53144, 53.144, 0000 0000 0000 0000 
796, 61336, 61.336, 0111 1110 0111 1110 
796, 65181, 65.181, 0000 0000 0000 0000 
797, 0, 0.0, 1000 0001 1000 0001 
797, 2685, 2.685, 1111 1110 1111 1110 
797, 3413, 3.413, 1000 0001 1000 0001 
797, 4096, 4.096, 0000 0000 0000 0000 
797, 12203, 12.203, 1111 1110 1111 1110 
797, 12372, 12.372, 0000 0000 0000 0000 
797, 20564, 20.564, 1111 1110 1111 1110 
797, 22507, 22.507, 0000 0000 0000 0000 
797, 30699, 30.699, 1111 1110 1111 1110 
797, 41376, 41.376, 0000 0000 0000 0000 
797, 45472, 45.472, 1111 1110 1111 1110 
797, 54744, 54.744, 0000 0000 0000 0000 
797, 58840, 58.84, 1111 1110 1111 1110 
797, 73916, 73.916, 0000 0000 0000 0000 
798, 0, 0.0, 0111 1110 1111 1110 
798, 1, 0.001, 0000 0001 1000 0001 
798, 19, 0.019, 0000 0001 0000 0001 
798, 469, 0.469, 0111 1110 0111 1110 
798, 3165, 3.165, 0111 1110 1111 1110 
798, 3972, 3.972, 0111 1110 0111 1110 
798, 8548, 8.548, 0000 0000 0000 0000 
798, 16740, 16.74, 0111 1110 0111 1110 
798, 17262, 17.262, 0000 0000 0000 0000 
798, 21358, 21.358, 0111 1110 0111 1110 
798, 23535, 23.535, 0000 0000 0000 0000 
798, 31727, 31.727, 0111 1110 0111 1110 
798, 32945, 32.945, 0000 0000 0000 0000 
798, 37041, 37.041, 0111 1110 0111 1110 
798, 49544, 49.544, 0000 0000 0000 0000 
798, 53640, 53.64, 0111 1110 0111 1110 
798, 57439, 57.439, 0000 0000 0000 0000 
798, 65631, 65.631, 0111 1110 0111 1110 
798, 67205, 67.205, 0000 0000 0000 0000 
799, 0, 0.0, 1111 1110 0111 1110 
799, 1, 0.001, 1000 0001 0000 0001 
799, 20, 0.02, 1000 0001 1000 0001 
799, 426, 0.426, 1111 1110 1111 1110 
799, 1794, 1.794, 1111 1110 0111 1110 
799, 2757, 2.757, 1111 1110 1111 1110 
799, 3957, 3.957, 1111 1110 0111 1110 
799, 4097, 4.097, 1000 0001 0000 0001 
799, 4116, 4.116, 1000 0001 1000 0001 
799, 4390, 4.39, 1111 1110 1111 1110 
799, 31226, 31.226, 0000 0000 0000 0000 
799, 35322, 35.322, 1111 1110 1111 1110 
799, 46351, 46.351, 0000 0000 0000 0000 
799, 50447, 50.447, 1111 1110 1111 1110 
799, 54273, 54.273, 0000 0000 0000 0000 
799, 58369, 58.369, 1111 1110 1111 1110 
799, 58554, 58.554, 0000 0000 0000 0000 
799, 62650, 62.65, 1111 1110 1111 1110 
799, 67360, 67.36, 0000 0000 0000 0000 
800, 0, 0.0, 0111 1110 1111 1110 
800, 1, 0.001, 0000 0001 1000 0001 
800, 20, 0.02, 0000 0001 0000 0001 
800, 209, 0.209, 0111 1110 0111 1110 
800, 1249, 1.249, 1111 1110 1111 1110 
800, 1883, 1.883, 0111 1110 1111 1110 
800, 2652, 2.652, 1111 1110 1111 1110 
800, 2772, 2.772, 0111 1110 1111 1110 
800, 3504, 3.504, 0000 0000 0000 0000 
800, 7600, 7.6, 0111 1110 0111 1110 
800, 9553, 9.553, 0000 0000 0000 0000 
801, 0, 0.0, 1111 1110 1111 1110 
801, 1388, 1.388, 1000 0001 1000 0001 
801, 3742, 3.742, 1111 1110 1111 1110 
801, 4096, 4.096, 0000 0000 0000 0000 
801, 6076, 6.076, 1111 1110 1111 1110 
801, 9135, 9.135, 0000 0000 0000 0000 
801, 13231, 13.231, 1111 1110 1111 1110 
801, 14418, 14.418, 0000 0000 0000 0000 
801, 18514, 18.514, 1111 1110 1111 1110 
801, 19527, 19.527, 0000 0000 0000 0000 
801, 23623, 23.623, 1111 1110 1111 1110 
801, 30829, 30.829, 0000 0000 0000 0000 
801, 34925, 34.925, 1111 1110 1111 1110 
801, 38033, 38.033, 0000 0000 0000 0000 
801, 42129, 42.129, 1111 1110 1111 1110 
801, 44970, 44.97, 0000 0000 0000 0000 
801, 49066, 49.066, 0111 1110 1111 1110 
801, 51710, 51.71, 1111 1110 1111 1110 
801, 52614, 52.614, 0000 0000 0000 0000 
802, 0, 0.0, 0111 1110 1111 1110 
802, 1, 0.001, 0000 0001 1000 0001 
802, 19, 0.019, 0000 0001 0000 0001 
802, 360, 0.36, 0111 1110 0111 1110 
802, 1096, 1.096, 0111 1110 1111 1110 
802, 3151, 3.151, 0000 0000 0000 0000 
802, 11343, 11.343, 0111 1110 0111 1110 
802, 15156, 15.156, 0000 0000 0000 0000 
802, 19252, 19.252, 0111 1110 0111 1110 
802, 48059, 48.059, 0000 0000 0000 0000 
802, 52155, 52.155, 0111 1110 0111 1110 
802, 55562, 55.562, 0000 0000 0000 0000 
802, 59658, 59.658, 0111 1110 0111 1110 
802, 67033, 67.033, 0000 0000 0000 0000 
802, 79321, 79.321, 0111 1110 0111 1110 
802, 80258, 80.258, 0000 0000 0000 0000 
803, 0, 0.0, 1111 1110 0111 1110 
803, 1, 0.001, 1000 0001 0000 0001 
803, 19, 0.019, 1000 0001 1000 0001 
803, 155, 0.155, 1111 1110 1111 1110 
803, 483, 0.483, 1111 1110 0111 1110 
803, 930, 0.93, 0000 0000 0000 0000 
803, 5026, 5.026, 1111 1110 1111 1110 
803, 15846, 15.846, 0000 0000 0000 0000 
803, 24038, 24.038, 1111 1110 1111 1110 
803, 24164, 24.164, 0000 0000 0000 0000 
803, 28260, 28.26, 1111 1110 1111 1110 
803, 31644, 31.644, 0000 0000 0000 0000 
803, 35740, 35.74, 1111 1110 1111 1110 
803, 36161, 36.161, 0000 0000 0000 0000 
803, 40257, 40.257, 1111 1110 1111 1110 
803, 40813, 40.813, 0000 0000 0000 0000 
803, 44909, 44.909, 1111 1110 1111 1110 
803, 56357, 56.357, 0000 0000 0000 0000 
804, 0, 0.0, 0111 1110 1111 1110 
804, 1, 0.001, 0000 0001 1000 0001 
804, 20, 0.02, 0000 0001 0000 0001 
804, 900, 0.9, 0111 1110 0111 1110 
804, 2560, 2.56, 0111 1110 1111 1110 
804, 3021, 3.021, 0000 0000 0000 0000 
804, 7117, 7.117, 0111 1110 0111 1110 
804, 9788, 9.788, 0000 0000 0000 0000 
804, 13884, 13.884, 0111 1110 0111 1110 
804, 16974, 16.974, 0000 0000 0000 0000 
804, 33358, 33.358, 0111 1110 0111 1110 
804, 33478, 33.478, 0000 0000 0000 0000 
804, 37574, 37.574, 0111 1110 0111 1110 
804, 37820, 37.82, 0000 0000 0000 0000 
804, 41916, 41.916, 0111 1110 0111 1110 
804, 42067, 42.067, 0000 0000 0000 0000 
804, 46163, 46.163, 0111 1110 0111 1110 
804, 46385, 46.385, 0000 0000 0000 0000 
804, 54577, 54.577, 0111 1110 0111 1110 
804, 59688, 59.688, 0000 0000 0000 0000 
804, 63784, 63.784, 0111 1110 0111 1110 
804, 67437, 67.437, 1111 1110 0111 1110 
804, 67569, 67.569, 0111 1110 0111 1110 
804, 67839, 67.839, 0000 0000 0000 0000 
805, 0, 0.0, 1111 1110 0111 1110 
805, 1, 0.001, 1000 0001 0000 0001 
805, 20, 0.02, 1000 0001 1000 0001 
805, 190, 0.19, 1111 1110 1111 1110 
805, 890, 0.89, 0111 1110 0111 1110 
805, 1608, 1.608, 0000 0000 0000 0000 
805, 5704, 5.704, 1111 1110 1111 1110 
805, 7573, 7.573, 0000 0000 0000 0000 
805, 11669, 11.669, 1111 1110 1111 1110 
805, 15838, 15.838, 0000 0000 0000 0000 
805, 19934, 19.934, 1111 1110 1111 1110 
805, 20165, 20.165, 0000 0000 0000 0000 
805, 24261, 24.261, 1111 1110 1111 1110 
